symbol,asOfDate,periodType,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio,ForwardPeRatio,MarketCap,PbRatio,PeRatio,PegRatio,PsRatio,Ticker
AON,2023-09-30,3M,69288471626.0,93.506709,23.463756,20.0401,65773471626.0,1001.5904,25.211509,1.8705,5.257179,AON
APA,2022-09-30,3M,16186920354.0,10.396224,5.606831,2.7956,11062920354.0,18.943357,3.850225,0.1471,1.213314,APA
APA,2022-12-31,3M,20383170870.0,23.215457,8.245619,4.3271,15008170870.0,24.239302,4.416272,0.1761,1.480427,APA
APA,2023-03-08,TTM,17343587667.0,,,4.1911,11968587667.0,28.294533,3.49274,,1.157307,APA
APA,2023-03-09,TTM,,2.382034,1.566012,,,,,,,APA
APA,2023-03-31,3M,16503084663.0,18.71098,8.218668,3.9888,11128084663.0,26.307529,3.272232,,1.084242,APA
APA,2023-06-30,3M,16286243068.0,20.826398,9.068064,5.5066,10499243068.0,23.646944,5.364207,,1.063916,APA
APA,2023-09-30,3M,18164608104.0,19.873751,7.870281,6.9061,12628608104.0,17.784664,8.422131,,1.417396,APA
AAPL,2022-09-30,3M,2274841335000.0,81.949686,25.235078,21.8341,2203381335000.0,37.919379,22.842975,2.4734,5.867952,AAPL
AAPL,2022-12-31,3M,2138706771740.0,54.934418,18.255516,21.2766,2066941771740.0,40.622118,21.265139,2.5328,5.379313,AAPL
AAPL,2023-03-31,3M,2668793895400.0,85.494423,28.141148,27.8552,2609038895400.0,45.992894,27.996604,2.7875,6.886811,AAPL
AAPL,2023-06-30,3M,3104639326940.0,119.180013,37.955418,29.4118,3050896326940.0,49.082923,32.876271,2.6628,8.082201,AAPL
AAPL,2023-09-30,3M,2723534860720.0,91.942977,30.431237,25.7732,2676736860720.0,44.409478,28.72651,2.1803,7.101132,AAPL
AMAT,2021-08-21,TTM,,20.238818,5.810226,,,,,,,AMAT
AMAT,2022-10-31,3M,76824760000.0,36.084904,11.383132,12.1212,74516760000.0,6.173717,11.819277,2.2828,3.119751,AMAT
AMAT,2023-01-31,3M,97470253426.0,45.546847,14.463608,16.2338,94222253426.0,7.726936,14.985215,3.8365,3.792,AMAT
AMAT,2023-04-30,3M,97594735803.0,47.840557,14.720171,15.3374,95523735803.0,7.072776,15.151475,3.3254,3.724182,AMAT
AMAT,2023-07-31,3M,127834166624.0,63.85323,19.896368,20.0803,126810166624.0,8.975169,19.998681,4.7258,4.871276,AMAT
AMAT,2023-10-31,3M,110279255312.0,46.728498,16.403281,16.1551,110715255312.0,7.335537,17.460422,1.6404,4.234572,AMAT
APTV,2022-09-30,3M,23399652254.0,44.401617,5.071446,14.7275,21189652254.0,2.616329,190.756098,0.6392,1.323879,APTV
APTV,2022-12-31,3M,27156534292.0,43.942612,5.852701,19.685,25233534292.0,3.079138,80.982609,0.8548,1.48713,APTV
APTV,2023-03-31,3M,35801863526.0,63.591232,7.430856,26.1097,30371863526.0,3.447822,57.239796,1.2079,1.73959,APTV
APTV,2023-06-30,3M,34752531255.0,53.879893,6.683179,23.4742,28873531255.0,3.214241,45.780269,1.0901,1.527112,APTV
APTV,2023-09-30,3M,33583646258.0,48.114106,6.567002,15.8479,27883646258.0,3.020326,29.875758,0.7366,1.389479,APTV
AJG,2022-09-30,3M,42338424800.0,80.659982,20.713515,19.802,36100024800.0,4.098232,34.800813,,4.255129,AJG
AJG,2022-12-31,3M,45747573600.0,134.551687,22.554639,21.4592,39751773600.0,4.659734,37.26087,,4.75451,AJG
AJG,2023-03-31,3M,47060202260.0,56.488059,17.391058,21.8818,40987402260.0,4.482633,36.861272,,4.810984,AJG
AJG,2023-06-30,3M,52937052420.0,96.091945,21.678632,25.0627,47318652420.0,4.81968,40.812268,,5.373041,AJG
AJG,2023-09-30,3M,55634082580.0,91.413215,22.325073,22.8311,49120282580.0,4.733938,44.517578,,5.366423,AJG
T,2022-09-30,3M,260622728936.0,19.762112,8.67499,6.1125,109315728936.0,0.928403,6.787611,14.5513,0.710127,T
T,2022-12-31,3M,281277070000.0,-16.504933,8.974159,7.0373,131208070000.0,1.072059,7.607438,4.4541,0.863434,T
T,2023-03-30,TTM,,,,7.9428,,1.395261,,1.4053,1.19893,T
T,2023-03-31,3M,288600765049.0,23.839482,9.575658,8.0128,137622765049.0,1.411469,,1.4178,1.209612,T
T,2023-03-31,TTM,288228003717.0,,,,137250003717.0,,,,,T
T,2023-04-01,TTM,,13.702306,2.387159,,,,,,,T
T,2023-06-30,3M,267109333487.0,21.458012,8.928346,6.6181,114033333487.0,1.147263,,3.2284,0.996019,T
T,2023-09-30,3M,259440980000.0,22.86428,8.548302,6.0314,107377980000.0,1.053816,,9.7292,0.922471,T
ATO,2022-09-30,3M,21982837506.0,87.17986,30.420683,17.094,14350318506.0,1.548344,18.619744,2.1035,3.414869,ATO
ATO,2022-12-31,3M,24122122206.0,49.390398,16.254701,18.6567,15803660206.0,1.703292,20.0125,2.5362,3.683404,ATO
ATO,2023-03-31,3M,24815977274.0,42.178148,16.104096,18.6567,16234295274.0,1.650452,19.886726,2.5377,3.370114,ATO
ATO,2023-06-30,3M,23596843950.0,70.197573,35.605355,18.0505,17137409950.0,1.679281,20.197917,2.3894,3.615648,ATO
ATO,2023-09-30,3M,22320551612.0,67.979581,37.983248,16.3934,15726630612.0,1.483311,18.232358,2.2463,3.441935,ATO
ADSK,2022-10-31,3M,47808800000.0,163.169966,37.350625,27.6243,46288800000.0,62.552432,84.370079,1.0934,9.937189,ADSK
ADSK,2023-01-31,3M,47490400000.0,151.243312,36.03217,29.6736,46259400000.0,51.05894,76.028269,1.1753,9.619476,ADSK
ADSK,2023-03-08,TTM,44720610197.0,,,28.2486,44126610197.0,38.538524,54.103175,1.1927,8.907728,ADSK
ADSK,2023-03-09,TTM,,39.263047,8.935187,,,,,,,ADSK
ADSK,2023-04-30,3M,42308771903.0,169.235088,33.340246,26.8097,41714771903.0,36.406166,51.531746,1.1338,8.48436,ADSK
ADSK,2023-07-31,3M,45918860000.0,155.657153,34.140416,28.9855,45365860000.0,50.575095,54.919689,1.2221,9.023281,ADSK
ADSK,2023-10-31,3M,42838106592.0,115.778666,30.295691,23.8663,42246106592.0,35.029939,49.039702,1.1773,8.228264,ADSK
AZO,2022-11-30,3M,57509432000.0,79.539152,14.431233,20.3666,48477463000.0,,22.006997,1.4844,3.290035,AZO
AZO,2023-02-28,3M,48471875180.0,72.348566,13.132515,19.685,45918934180.0,,20.502474,1.4273,2.9131,AZO
AZO,2023-04-30,3M,58869303703.0,68.573799,14.391569,21.0084,48998791703.0,,21.96001,1.5002,3.120194,AZO
AZO,2023-05-31,3M,46087395000.0,53.684817,11.266821,16.3399,43500159000.0,,18.884722,1.1677,2.709626,AZO
AZO,2023-08-31,3M,55411643810.0,45.326646,9.737368,17.301,45201959810.0,,20.027929,1.2544,2.873657,AZO
AVB,2022-09-30,3M,33770172312.0,44.188436,50.760231,33.3333,25754982312.0,2.359063,31.647766,1.7262,10.55832,AVB
AVB,2022-12-31,3M,30578231133.0,59.660185,45.661436,29.8507,22596220133.0,2.015994,18.354545,1.3695,8.952895,AVB
AVB,2023-03-31,3M,31394406979.0,76.218702,46.530361,35.2113,23528879979.0,2.09081,20.697044,2.9361,9.070639,AVB
AVB,2023-06-30,3M,34848975678.0,56.23333,50.442891,40.6504,26879132678.0,2.406545,25.927397,3.3832,9.98232,AVB
AVB,2023-09-30,3M,31837785930.0,74.866813,45.636738,31.348,24389751930.0,2.064196,19.274972,2.5351,8.93728,AVB
AVY,2022-09-02,TTM,18138638370.0,,,17.4216,15071438370.0,7.781217,20.293217,2.3475,1.722952,AVY
AVY,2022-09-05,TTM,,13.105006,2.026369,,,,,,,AVY
AVY,2022-09-30,3M,16287617418.0,44.538194,7.029311,15.2905,13220417418.0,6.825555,17.800875,2.0592,1.511345,AVY
AVY,2022-12-31,3M,17659991534.0,66.59122,8.717109,17.3611,14655391534.0,7.28671,18.301314,2.3151,1.627142,AVY
AVY,2023-03-31,3M,17447728896.0,65.347299,8.449263,18.4843,14512828896.0,7.141437,19.427796,2.4659,1.627122,AVY
AVY,2023-06-30,3M,17076919534.0,69.390165,8.168821,19.0114,13869119534.0,6.788937,20.673887,2.5813,1.605658,AVY
AVY,2023-09-30,3M,18048466652.0,62.086229,8.601471,17.762,14720066652.0,7.302009,26.321326,2.7863,1.751792,AVY
AXON,2020-05-07,TTM,,,,,,,7028.0,,,AXON
AXON,2022-09-30,3M,7876786802.0,205.590447,25.266033,43.8596,8235805802.0,6.899677,57.30198,,8.176574,AXON
AXON,2022-12-31,3M,11447160189.0,398.148245,34.054537,60.6061,11808467189.0,9.631814,116.034965,,11.09321,AXON
AXON,2023-03-31,3M,16346999840.0,701.678321,47.652918,62.5,16610582840.0,13.094758,110.763547,,13.706017,AXON
AXON,2023-06-30,3M,14204173340.0,297.538142,37.917736,66.2252,14587757340.0,10.397583,103.787234,,11.14527,AXON
AXON,2023-09-30,3M,14452050211.0,227.480289,34.94201,49.0196,14876490211.0,10.295163,148.5,,10.753274,AXON
BKR,2022-09-30,3M,24732920000.0,53.418834,4.606616,12.0773,21001920000.0,1.41123,,,0.945044,BKR
BKR,2022-12-31,3M,33377336721.0,50.267073,5.652386,17.7305,29573336721.0,2.100338,,,1.369978,BKR
BKR,2023-03-31,3M,33376320000.0,30.536432,5.839104,17.0358,29206320000.0,2.029062,,,1.346418,BKR
BKR,2023-06-30,3M,36140418210.0,38.122804,5.722948,19.2678,31896418210.0,2.148052,,,1.441578,BKR
BKR,2023-09-30,3M,39499977302.0,36.744165,5.947896,17.1527,35660977302.0,2.32813,30.713043,,1.530104,BKR
BALL,2022-09-30,3M,24236538300.0,35.641968,6.134279,12.9032,15165538300.0,4.376779,21.100437,1.5391,1.046283,BALL
BALL,2022-12-31,3M,24863876471.0,71.039647,7.007857,14.5773,16053876471.0,4.617271,17.218855,1.6463,1.066845,BALL
BALL,2023-03-31,3M,26171386285.0,53.085976,7.501114,17.7936,17331386285.0,5.007624,24.493333,1.206,1.148977,BALL
BALL,2023-06-30,3M,27861414140.0,56.744224,7.813072,19.8413,18332414140.0,4.944017,40.423611,1.4519,1.222925,BALL
BALL,2023-09-30,3M,24943616709.0,50.087584,6.985051,15.083,15683616709.0,4.016291,19.832669,1.7031,1.083339,BALL
BBWI,2022-10-31,3M,13224640000.0,64.442225,8.242419,8.7796,7610640000.0,,8.303483,1.4004,1.07532,BBWI
BBWI,2023-01-31,3M,16315290000.0,24.608281,5.647383,11.9474,10536290000.0,,12.236702,1.7259,1.443041,BBWI
BBWI,2023-04-30,3M,12857165498.0,48.701384,9.210004,12.7714,8036165498.0,,10.323529,1.0385,1.081786,BBWI
BBWI,2023-07-31,3M,13381680000.0,47.963011,8.583502,13.4771,8449680000.0,,11.916399,1.0965,1.134364,BBWI
BBWI,2023-10-31,3M,11842841194.0,37.836553,7.581845,9.2678,6741841194.0,,9.817881,0.778,0.913624,BBWI
BAX,2022-09-30,3M,42451791042.0,-16.825918,11.251469,13.6612,27147791042.0,3.064431,26.93,1.4405,1.923978,BAX
BAX,2022-12-31,3M,40980035086.0,120.176056,10.542844,13.8122,25695035086.0,4.645152,,1.6425,1.741072,BAX
BAX,2023-03-31,3M,36011720125.0,192.576043,9.868929,14.2045,20516720125.0,3.517353,,2.7383,1.352626,BAX
BAX,2023-06-30,3M,38286206356.0,148.396149,10.328084,15.6986,23070206356.0,3.924172,,2.7418,1.526737,BAX
BAX,2023-09-30,3M,34310718170.0,-779.789049,9.25316,12.7877,19111718170.0,3.437846,,2.6378,1.256674,BAX
BDX,2022-09-30,3M,76935375689.0,181.024413,16.159499,17.5747,63140375689.0,2.47687,33.864742,3.083,3.195008,BDX
BDX,2022-12-31,3M,87342345788.0,75.949866,19.045431,21.0084,72289345788.0,2.855862,47.267658,2.3595,3.872637,BDX
BDX,2023-03-31,3M,86151049583.0,71.199215,17.869954,20.284,70305049583.0,2.756845,47.787645,2.2779,3.79168,BDX
BDX,2023-06-30,3M,92830564621.0,79.95742,19.030456,19.4175,76591564621.0,2.981493,48.53125,2.182,4.020619,BDX
BDX,2023-09-30,3M,90852769636.0,103.007675,17.859794,18.8679,75001769636.0,2.89169,46.750452,1.3886,3.889851,BDX
BBY,2022-10-31,3M,18614932000.0,31.2856,1.758282,10.0806,15405932000.0,5.327086,9.157965,2.107,0.327181,BBY
BBY,2023-01-31,3M,22429832000.0,26.020687,1.522215,13.2802,19349832000.0,6.465029,13.281437,2.9351,0.425385,BBY
BBY,2023-04-30,3M,18399048445.0,32.335762,1.943493,11.919,16295048445.0,5.825624,11.847377,1.9451,0.363281,BBY
BBY,2023-07-31,3M,20989595000.0,34.018793,2.190295,13.5318,18096595000.0,6.479268,14.052453,1.7838,0.411541,BBY
BBY,2023-10-31,3M,17478581517.0,29.574588,1.791573,10.3627,14542581517.0,5.129658,11.52069,1.463,0.334085,BBY
BIO,2021-02-17,TTM,,,,,,,,1.1905,,BIO
BIO,2022-09-30,3M,11872505569.0,-72.048461,17.43905,27.7008,12448500569.0,1.394307,,,4.366998,BIO
BIO,2022-12-31,3M,11989244990.0,10.490049,16.417146,27.3973,12460413990.0,1.472118,,,4.48712,BIO
BIO,2023-03-31,3M,13704830307.0,103.23556,20.248137,30.03,14107388307.0,1.475062,,,5.091486,BIO
BIO,2023-06-30,3M,10512917103.0,-7.239179,15.434977,26.5252,10982657103.0,1.129011,,,4.056975,BIO
BIO,2023-09-30,3M,10064744796.0,53.886136,15.922105,24.8139,10405178796.0,1.236796,,,3.830528,BIO
TECH,2022-09-30,3M,11220856696.0,135.259489,41.611899,32.7869,11141914696.0,6.547251,42.835596,,10.539297,TECH
TECH,2022-12-31,3M,13148092143.0,138.994991,48.413152,40.3226,13009635143.0,7.435063,46.366434,,12.125762,TECH
TECH,2023-03-31,3M,11765406002.0,109.770353,39.998525,31.8471,11673004002.0,6.388794,46.152411,,10.777703,TECH
TECH,2023-06-30,3M,13185102439.0,108.565826,43.757807,34.7222,12868309439.0,6.809761,48.661699,,11.785462,TECH
TECH,2023-09-30,3M,11022047511.0,130.589885,39.800125,35.7143,10771392511.0,5.477399,38.676136,,9.692487,TECH
BIIB,2020-05-28,TTM,,,,,,,,6.2424,,BIIB
BIIB,2021-08-23,TTM,,15.305062,4.745633,,,,,,,BIIB
BIIB,2022-09-30,3M,41201500000.0,26.552491,16.424756,16.5837,38448000000.0,3.240892,19.085061,8.2124,3.70108,BIIB
BIIB,2022-12-31,3M,41599768795.0,59.132578,16.35211,17.6678,39876868795.0,3.121324,14.15023,34.6731,3.915364,BIIB
BIIB,2023-03-31,3M,41979944000.0,73.97347,17.044232,17.9533,40258744000.0,3.006987,13.321993,3.1902,3.990051,BIIB
BIIB,2023-06-30,3M,42814680000.0,63.50442,17.432687,18.7266,41246280000.0,2.991679,13.261173,4.4455,4.098845,BIIB
BIIB,2023-09-30,3M,37731745328.0,127.601438,14.911965,15.2672,37221045328.0,2.575343,14.013631,9.1968,3.745029,BIIB
BLK,2022-09-30,3M,84765153971.0,47.647641,19.662527,14.245,82796153971.0,2.232364,14.55453,2.1605,4.382056,BLK
BLK,2022-12-31,3M,108000091729.0,61.962187,24.902027,20.79,106433091729.0,2.855657,19.599887,13.8491,5.841352,BLK
BLK,2023-03-31,3M,101377129819.0,61.440685,23.892795,19.5695,100304129819.0,2.657485,19.69738,2.5277,5.706986,BLK
BLK,2023-06-30,3M,106085839063.0,53.796064,23.770074,19.802,103237839063.0,2.737533,21.424055,2.7638,6.027498,BLK
BLK,2023-09-30,3M,99406659208.0,55.87783,23.05884,16.2075,96522659208.0,2.520153,18.881133,2.2604,5.642623,BLK
BA,2020-02-27,TTM,,,,,,,,6.5305,,BA
BA,2022-09-02,TTM,135904411677.0,,,29.4985,90152411677.0,,,,1.47676,BA
BA,2022-09-05,TTM,,-84.940257,2.237367,,,,,,,BA
BA,2022-09-30,3M,117869908975.0,-58.409271,7.387184,23.5294,72117908975.0,,,,1.177751,BA
BA,2022-12-31,3M,156490838244.0,-9205.343426,7.832374,59.8802,113528838244.0,,,,1.838189,BA
BA,2023-03-31,3M,167786170931.0,275.059297,9.362545,2000.0,127729170931.0,,,,1.897289,BA
BA,2023-06-30,3M,167929353703.0,248.049267,8.502322,,127305353703.0,,,,1.789178,BA
BA,2023-09-30,3M,154128057230.0,-3502.910392,8.513481,34.8432,115622057230.0,,,,1.564001,BA
BWA,2022-09-30,3M,10446500088.0,17.646115,2.57303,6.1881,7436500088.0,1.079475,11.716418,0.4324,0.510912,BWA
BWA,2022-12-31,3M,12510695682.0,38.026431,3.045447,8.4034,9424695682.0,1.390911,11.700581,0.5876,0.624546,BWA
BWA,2023-03-31,3M,14579196328.0,44.584698,3.487846,10.2459,11481196328.0,1.589313,12.308271,0.7878,0.735982,BWA
BWA,2023-06-30,3M,14955200695.0,43.985884,3.308673,10.6724,11463200695.0,1.540546,11.99303,0.819,0.715567,BWA
BWA,2023-09-30,3M,13092494117.0,40.284597,3.614714,9.3458,9489494117.0,1.25672,9.977068,1.564,0.562574,BWA
BXP,2020-10-28,TTM,,,,,,,,21.0212,,BXP
BXP,2022-09-02,TTM,26271168127.0,,,24.57,12623411127.0,2.125984,19.17619,4.1181,4.223782,BXP
BXP,2022-09-05,TTM,,13.535609,8.788246,,,,,,,BXP
BXP,2022-09-30,3M,25399657758.0,35.122082,32.130195,22.8833,11751900758.0,1.979207,17.85,3.8333,3.931673,BXP
BXP,2022-12-31,3M,24503680436.0,51.698146,31.024229,23.9808,10593483436.0,1.71903,11.651724,6.847,3.477551,BXP
BXP,2023-03-31,3M,22491652397.0,50.140898,28.002555,19.3798,8487628397.0,1.383946,10.022222,,2.735735,BXP
BXP,2023-06-30,3M,23278673306.0,48.372877,28.487533,20.6612,9033187306.0,1.48994,11.541082,,2.866241,BXP
BXP,2023-09-30,3M,23661633374.0,94.00579,28.705716,24.9377,9330303374.0,1.544739,14.061466,,2.920452,BXP
BSX,2021-01-20,TTM,,,,,,,14.045977,,,BSX
BSX,2022-09-02,TTM,67017063533.0,,,20.2429,57966063533.0,3.359962,69.810345,2.086,4.71929,BSX
BSX,2022-09-05,TTM,,24.467712,5.435726,,,,,,,BSX
BSX,2022-09-30,3M,64516534629.0,126.503009,20.352219,19.4553,55465534629.0,3.215021,66.775862,2.0054,4.514154,BSX
BSX,2022-12-31,3M,74869043018.0,113.61008,23.093474,23.8095,66273043018.0,3.759471,112.853659,2.4819,5.294798,BSX
BSX,2023-03-31,3M,80274077420.0,112.744491,23.686656,26.178,71920077420.0,4.092414,111.177778,2.2198,5.679561,BSX
BSX,2023-06-30,3M,87910619788.0,124.519291,24.426402,27.7008,79115619788.0,4.432248,91.677966,2.0247,5.977474,BSX
BSX,2023-09-30,3M,86338988286.0,97.668539,24.479441,23.5849,77310988286.0,4.243667,88.0,1.6358,5.69846,BSX
BMY,2020-08-03,TTM,,,,,,,93.809524,,,BMY
BMY,2022-09-02,TTM,176275856390.0,,,8.3403,146499856390.0,4.493861,22.79402,,3.193718,BMY
BMY,2022-09-05,TTM,,9.075625,3.739094,,,,,,,BMY
BMY,2022-09-30,3M,181571289182.0,35.630159,16.18571,8.643,151795289182.0,4.656297,23.61794,,3.309159,BMY
BMY,2022-12-31,3M,184060236966.0,40.938665,16.137142,9.0992,152977236966.0,4.569687,23.436482,,3.341723,BMY
BMY,2023-03-31,3M,177015000000.0,33.311065,15.613919,8.5763,145551000000.0,4.685973,23.494915,,3.222324,BMY
BMY,2023-06-30,3M,163693550000.0,37.219998,14.581645,7.8864,133591550000.0,4.197824,18.644315,,2.975513,BMY
BMY,2023-09-30,3M,151707533534.0,31.26701,13.834355,7.3529,121251533534.0,3.692283,15.43617,0.4653,2.724298,BMY
AVGO,2022-10-31,3M,226055160000.0,43.123838,25.314128,11.534,196510160000.0,9.413209,20.349665,0.7374,6.449109,AVGO
AVGO,2023-01-31,3M,271048170000.0,51.354333,30.403609,14.1643,243949170000.0,10.7424,22.104555,0.997,7.471597,AVGO
AVGO,2023-04-30,3M,287837675496.0,56.884916,32.95977,14.7929,261202675496.0,11.127027,21.11163,1.0663,7.720379,AVGO
AVGO,2023-07-31,3M,398900450000.0,81.209375,44.941466,19.802,371142450000.0,16.864745,28.183581,1.3553,10.900642,AVGO
BR,2022-09-30,3M,20827964000.0,130.174775,16.230004,20.4082,16986464000.0,8.850805,31.718681,1.9042,2.995554,BR
BR,2022-12-31,3M,19882108473.0,187.567061,15.377917,18.9753,15781108473.0,8.293287,30.484091,1.7697,2.74412,BR
BR,2023-03-31,3M,21332989000.0,58.75238,12.962866,19.0476,17251289000.0,9.655933,32.643653,2.0058,2.982763,BR
BR,2023-06-30,3M,23555803000.0,44.79993,12.809028,21.645,19560903000.0,9.785834,35.466809,2.1833,3.309925,BR
BR,2023-09-30,3M,24460267355.0,107.99235,17.091934,23.5294,21059967355.0,9.397608,33.783019,1.8823,3.515476,BR
BRO,2022-09-02,TTM,19774848977.0,,,24.7525,17763548977.0,4.147068,29.115741,,5.381326,BRO
BRO,2022-09-05,TTM,,18.777002,6.08303,,,,,,,BRO
BRO,2022-09-30,3M,19145284000.0,60.914044,20.63959,23.8095,17133984000.0,4.00009,28.0,,5.175109,BRO
BRO,2022-12-31,3M,19843778247.0,68.68736,22.014398,22.8833,16135178247.0,3.742844,25.778281,,4.656293,BRO
BRO,2023-03-31,3M,19805312000.0,50.497991,17.746695,23.0415,16284312000.0,3.534996,24.227848,,4.489563,BRO
BRO,2023-06-30,3M,23067524000.0,64.960642,22.025708,27.027,19523024000.0,4.02952,28.329218,,5.095063,BRO
BRO,2023-09-30,3M,23171037716.0,67.890529,21.701824,24.4499,19807537716.0,3.914344,27.069767,,4.901976,BRO
BG,2020-06-18,TTM,,,,,,,,1.7053,,BG
BG,2022-09-02,TTM,21549437613.0,,,8.244,15039437613.0,1.722336,8.535345,,0.234814,BG
BG,2022-09-05,TTM,,7.595854,0.333516,,,,,,,BG
BG,2022-09-30,3M,18878730858.0,26.969616,1.126483,6.8729,12368730858.0,1.416483,7.118103,,0.195824,BG
BG,2022-12-31,3M,20034562262.0,33.280004,1.202555,8.4531,14945562262.0,1.718129,10.159878,,0.227351,BG
BG,2023-03-31,3M,18783928201.0,17.787811,1.225465,8.0128,14383928201.0,1.559402,9.088487,,0.217567,BG
BG,2023-06-30,3M,17680960219.0,16.648738,1.174893,8.3612,14211960219.0,1.325866,9.268173,,0.216107,BG
BG,2023-09-30,3M,20752038392.0,27.855085,1.458638,8.4602,16307038392.0,1.498285,8.365533,,0.25848,BG
CHRW,2022-09-30,3M,13997543140.0,45.068462,2.326961,14.7493,11614408140.0,5.658898,11.589651,2.1189,0.481204,CHRW
CHRW,2022-12-31,3M,13152653890.0,69.928564,2.595839,15.3374,10777478890.0,6.348821,11.098182,2.5754,0.456256,CHRW
CHRW,2023-03-31,3M,13714030690.0,73.964774,2.973767,20.3666,11570344690.0,8.548956,13.428378,5.0944,0.511604,CHRW
CHRW,2023-06-30,3M,12984204250.0,81.868651,2.93637,22.2717,10976207250.0,7.945782,14.952456,6.5354,0.520522,CHRW
CHRW,2023-09-30,3M,11915619381.0,85.683196,2.744883,19.1205,10028233381.0,7.224395,19.311659,,0.52002,CHRW
CDNS,2022-09-02,TTM,45375172900.0,,,35.5872,46056717900.0,17.543886,60.060714,2.1261,14.198844,CDNS
CDNS,2022-09-05,TTM,,40.769485,13.820335,,,,,,,CDNS
CDNS,2022-09-16,TTM,44307079900.0,,,34.7222,44988624900.0,17.137029,58.667857,2.0768,13.869561,CDNS
CDNS,2022-09-17,TTM,,39.809806,13.495016,,,,,,,CDNS
CDNS,2022-09-30,3M,44077029100.0,154.332415,48.835891,34.6021,44758574100.0,17.049398,58.367857,2.0684,13.798639,CDNS
CDNS,2022-12-31,3M,43837870240.0,195.239341,48.715402,34.1297,44066122240.0,16.174461,56.364912,2.0117,12.923483,CDNS
CDNS,2023-03-31,3M,57293271560.0,157.505111,56.076962,42.3729,57288181560.0,20.869152,67.990291,3.2482,16.221683,CDNS
CDNS,2023-06-30,3M,63501528800.0,186.122154,65.024467,46.729,63740190800.0,21.673879,74.926518,3.5341,17.458294,CDNS
CDNS,2023-09-30,3M,63455023000.0,183.278425,62.022671,40.8163,63680397000.0,21.916834,71.871166,3.0062,16.860421,CDNS
CZR,2020-04-13,TTM,,,,9.0662,,,16.592233,,,CZR
CZR,2022-09-30,3M,32199900000.0,34.475268,11.153412,12.0337,6935900000.0,1.900767,,,0.662962,CZR
CZR,2022-12-31,3M,20908949968.0,28.879765,7.411893,19.7239,8925949968.0,2.326823,,,0.837617,CZR
CZR,2023-03-31,3M,34883150000.0,49.200494,12.326201,116.2791,10494150000.0,2.826326,,,0.965284,CZR
CZR,2023-06-30,3M,22965550000.0,24.562086,7.976919,58.4795,10958550000.0,3.04658,,,0.961381,CZR
CZR,2023-09-30,3M,21404685613.0,20.581428,7.149194,11.9474,9978685613.0,2.202772,14.529781,,0.872843,CZR
CPT,2020-02-27,TTM,,,,55.2486,,,,,,CPT
CPT,2022-09-30,3M,16386280000.0,74.362758,43.840309,,12721425000.0,2.490926,15.472798,,10.036729,CPT
CPT,2022-12-31,3M,15544370555.0,68.730829,41.351419,57.4713,11918356555.0,2.365073,14.567708,,8.936096,CPT
CPT,2023-03-31,3M,14867138000.0,67.560703,39.3141,58.1395,11196912000.0,2.245391,17.357616,,7.986892,CPT
CPT,2023-06-30,3M,15354713000.0,56.780352,39.830747,60.9756,11627316000.0,2.356909,19.201058,,7.966741,CPT
CPT,2023-09-30,3M,13760461389.0,60.369847,35.212989,40.4858,10098357389.0,2.05208,50.308511,,6.783999,CPT
CPB,2022-10-31,3M,20760090000.0,39.318352,8.062171,18.2482,15820090000.0,4.749352,21.079681,3.0819,1.866249,CPB
CPB,2023-01-31,3M,20249070000.0,56.404095,8.148519,17.8891,15527070000.0,4.478532,19.670455,2.9315,1.759004,CPB
CPB,2023-03-08,TTM,20635706350.0,,,18.2149,15913706350.0,4.590051,20.128788,2.9885,1.79999,CPB
CPB,2023-03-09,TTM,,12.905382,2.248633,,,,,,,CPB
CPB,2023-04-30,3M,20673546311.0,52.87352,9.274808,17.4216,16261546311.0,4.493585,20.0369,2.8558,1.781007,CPB
CPB,2023-07-31,3M,18190360000.0,49.565014,8.796112,14.7059,13654360000.0,3.805563,17.48855,1.7508,1.484359,CPB
CAH,2022-09-30,3M,18068160000.0,59.046275,0.364255,12.6582,17470160000.0,,,,0.102577,CAH
CAH,2022-12-31,3M,21925244654.0,378.02146,0.425989,14.556,20150244654.0,,,,0.113045,CAH
CAH,2023-03-31,3M,20860500000.0,27.925703,0.413186,11.976,19252500000.0,,,,0.105811,CAH
